id,course_name,provider,description,course_status,pricing,duration_in_hours,rating,reviews,best_of_all_time,url
262,Database Management Systems - Lecture 2,YouTube,"Explore relational algebra, SQL basics, and query optimization techniques for efficient database management and data manipulation.",On-Demand,Free Video,2.916666667,0,0,0,https://www.classcentral.com/classroom/youtube-csep-544-lecture-2-253897
263,Indigitalization: Indigenous Computing Theory,YouTube,"Exploring Indigenous cultural knowledge as a framework for computing science, proposing an Indigenization approach to disrupt Western design principles and create more inclusive technologies.",On-Demand,Free Video,1.166666667,0,0,0,https://www.classcentral.com/classroom/youtube-indigitalization-indigenous-computing-theory-jon-corbett-209853
264,Refinement Type Systems and Martin Lof Type Theory,YouTube,"Explores refinement type systems, their connection to Martin-Lof type theory, and various notions of comprehension. Discusses recent work on functors as type refinement systems and Isbell duality theorem.",On-Demand,Free Video,1.016666667,0,0,0,https://www.classcentral.com/classroom/youtube-paul-andre-mellies-refinement-type-systems-and-martin-lof-type-theory-182251
265,A Fibrational Framework for Modal Simple Type Theories,YouTube,"Explore modal extensions of homotopy type theory, focusing on fibrational frameworks for modal simple type theories and their applications in topology, geometry, and spectra.",On-Demand,Free Video,1.05,0,0,0,https://www.classcentral.com/classroom/youtube-tutorial-1-dan-licata-a-fibrational-framework-for-modal-simple-type-theories-182265
266,The Garden and The Treadmill - CSS Creativity and Modern Layout Techniques,YouTube,Exploring CSS creativity: from Zen Garden to modern layout techniques. Discover how to prototype rapidly and unleash your design potential with current CSS features.,On-Demand,Free Video,0.983333333,0,0,0,https://www.classcentral.com/classroom/youtube-the-garden-and-the-treadmill-stephen-hay-css-day-2024-303429
267,"Conjectures, Results, and Myths in Interactive Computation - 2005 Lecture",YouTube,"Explore interactive computation paradigms, challenging traditional algorithmic models. Gain insights into Persistent Turing Machines and their implications for computational expressiveness and software engineering.",On-Demand,Free Video,1.166666667,0,0,0,https://www.classcentral.com/classroom/youtube-interaction-conjectures-results-myths-dina-goldin-university-of-connecticut-2005-339463
268,Cyberinfrastructure Needs for Field Geology - Insights from Yosemite and Owens Valley,YouTube,Explore challenges and opportunities for AI in field geology through a computer scientist's perspective on a unique interdisciplinary field trip to Yosemite and Owens Valley.,On-Demand,Free Video,1.2,0,0,0,https://www.classcentral.com/classroom/youtube-what-do-geologists-want-a-computer-scientist-s-report-on-a-field-trip-to-yosemite-and-owens-valley-340726
269,"Grow, Shrink and Appear on Container Hover - CSS Tutorial",YouTube,"Learn CSS techniques for dynamic container hover effects: grow, shrink, and appear animations using transitions and opacity.",On-Demand,Free Video,0.183333333,0,0,0,https://www.classcentral.com/classroom/youtube-grow-shrink-appear-on-container-hover-free-css-338801
270,Probabilistic Machine Learning - Lecture 17,YouTube,Dive into advanced data science concepts through a comprehensive graduate-level lecture covering key theoretical foundations and practical applications in modern data analysis and machine learning.,On-Demand,Free Video,1.333333333,0,0,0,https://www.classcentral.com/classroom/youtube-cs-6190-spring-2023-lecture-17-359725
271,Styling the Future: A Deep Dive into Modern CSS,YouTube,"Explore cutting-edge CSS features like Layers, parent selectors, and container queries. Learn to create dynamic, adaptable layouts with viewport units and style queries for more responsive and organized web design.",On-Demand,Free Video,0.833333333,0,0,0,https://www.classcentral.com/classroom/youtube-styling-the-future-a-deep-dive-into-modern-css-anton-ball-ndc-sydney-2024-298202
272,Utility First CSS Isn't Inline Styles,YouTube,"Explore utility-first CSS with Sarah Dayan, debunking misconceptions and showcasing its power in modern web development for efficient, scalable, and maintainable stylesheets.",On-Demand,Free Video,0.866666667,0,0,0,https://www.classcentral.com/classroom/youtube-utility-first-css-isn-t-inline-styles-sarah-dayan-css-day-2024-298217
273,Adversarially Robust Streaming Algorithms,YouTube,"Explore techniques for designing streaming algorithms that maintain accuracy under adversarial data manipulation, enhancing resilience in data processing systems.",On-Demand,Free Video,1.05,0,0,0,https://www.classcentral.com/classroom/youtube-adversarially-robust-streaming-algorithms-294003
274,Styling Buttons with HTML and CSS - Live Coding Session,YouTube,Learn to style buttons using HTML and CSS in this interactive live-coding session. Enhance your web development skills with practical examples and expert guidance.,On-Demand,Free Video,1.016666667,0,0,0,https://www.classcentral.com/classroom/youtube-live-code-with-us-styling-buttons-with-html-css-222932
275,Computing with or Despite the Computer - IPAM at UCLA,YouTube,"Explore the interplay between manual, computer-assisted, and formally verified computations in number theory, examining challenges and opportunities in mathematical research.",On-Demand,Free Video,1.033333333,0,0,0,https://www.classcentral.com/classroom/youtube-anne-baanen-computing-with-or-despite-the-computer-ipam-at-ucla-181370
276,A Year of Servo Reboot - Where Are We Now?,YouTube,"Explore Servo's journey as an experimental rendering engine, its recent developments, collaboration with Tauri, and future plans for becoming an alternative in the embedded devices industry.",On-Demand,Free Video,0.533333333,0,0,0,https://www.classcentral.com/classroom/youtube-a-year-of-servo-reboot-where-are-we-now-rakhi-sharma-igalia-289871
277,Character Modeling in CSS,YouTube,"Explore advanced CSS techniques for creating dynamic, interactive character models, enhancing web design with engaging visual elements and animations.",On-Demand,Free Video,0.816666667,0,0,0,https://www.classcentral.com/classroom/youtube-character-modeling-in-css-julia-miocene-css-day-2024-299635
278,CSS Between the Pages - DevWorld 2024,YouTube,Explore innovative CSS techniques for seamless page transitions and enhanced user experiences in web applications.,On-Demand,Free Video,0.35,0,0,0,https://www.classcentral.com/classroom/youtube-phil-nash-css-between-the-pages-devworld-2024-292158
279,Layout and Reading Order in CSS - CSS Day 2024,YouTube,"Explore CSS layout techniques and their impact on reading order with Rachel Andrew, focusing on creating accessible and logically structured web content.",On-Demand,Free Video,0.85,0,0,0,https://www.classcentral.com/classroom/youtube-layout-and-reading-order-rachel-andrew-css-day-2024-297730
280,Stop Using JavaScript for That: Moving Features from CSS to HTML,YouTube,"Explore modern CSS and HTML features to reduce JavaScript reliance, enhancing performance and accessibility in web development. Learn practical techniques for common UI components.",On-Demand,Free Video,0.6,0,0,0,https://www.classcentral.com/classroom/youtube-stop-using-js-for-that-moving-features-from-js-to-css-html-kilian-valkhof-conf42-js-2023-346188
281,Petrinets: What Are They and How Can They Help Us?,YouTube,"Explore Petri nets: their concepts, mathematical representation, and applications in computer science. Learn about system design, graphical representation, and simulation tools.",On-Demand,Free Video,0.75,0,0,0,https://www.classcentral.com/classroom/youtube-petrinets-what-are-they-how-can-they-help-us-gabriel-valenzuela-meeting-c-2022-prerecorded-346951
282,Igniting Potential: Overcoming Barriers to Coding in Africa,YouTube,"Discover innovative approaches to teaching coding without computers in under-resourced areas of Africa, breaking barriers and empowering thousands of learners with essential skills through engaging, unplugged activities.",On-Demand,Free Video,0.316666667,0,0,0,https://www.classcentral.com/classroom/youtube-igniting-potential-overcoming-barriers-to-coding-in-africa-jean-greyling-tedxstellenbosch-ed-328778
283,CSS Units - Fixed and Relative Length Measurements - Demo,YouTube,"Explore fixed and relative CSS length units, including px, %, em, rem, viewport units, and more. Gain practical insights through demonstrations.",On-Demand,Free Video,0.5,0,0,0,https://www.classcentral.com/classroom/youtube-css-units-px-em-rem-vw-vh-vmax-vmin-ch-pt-cm-mm-in-pc-demo-331876
284,"CSS Transform, Transition, and Animation Properties - Demo",YouTube,"Explore CSS transform, transition, and animation properties through hands-on demos and practical examples.",On-Demand,Free Video,0.483333333,0,0,0,https://www.classcentral.com/classroom/youtube-css-transform-transition-and-animation-property-demo-331904
285,"Cascading Style Sheets: Selectors, Font and Text Styling, Padding, Border, Inherit, and Background",YouTube,"Master CSS fundamentals: selectors, fonts, text styling, padding, borders, inheritance, and backgrounds. Enhance your web design skills with practical examples.",On-Demand,Free Video,0.55,0,0,0,https://www.classcentral.com/classroom/youtube-cascading-style-sheets-selectors-font-text-styling-padding-border-inherit-background-331905
286,CSS Pseudo-classes Demonstration,YouTube,"Explore CSS pseudo-classes like first-child, nth-child, :hover, and more to enhance webpage interactivity and styling precision.",On-Demand,Free Video,0.316666667,0,0,0,https://www.classcentral.com/classroom/youtube-css-pseudo-classes-demonstration-331932
287,"CSS Tutorial: Inline, Embedded and External Styles - Web Programming",YouTube,"Learn to differentiate and implement inline, embedded, and external CSS styles through practical demonstrations and examples.",On-Demand,Free Video,0.183333333,0,0,0,https://www.classcentral.com/classroom/youtube-css-tutorial-inline-embedded-external-css-web-programming-tutorials-331933
288,CSS Box Model and Layout Properties,YouTube,"Explore CSS box model, margin, float, overflow, z-index, box-shadow, and display properties through practical demonstrations and examples.",On-Demand,Free Video,0.3,0,0,0,https://www.classcentral.com/classroom/youtube-css-box-model-margin-float-overflow-z-index-box-shadow-display-properties-331944
289,"CSS Combinators: Descendant, Child, and Sibling Selectors - Demo",YouTube,"Aprenda a usar seletores CSS avançados, incluindo descendentes, filhos e irmãos, para estilização precisa de elementos HTML.",On-Demand,Free Video,0.2,0,0,0,https://www.classcentral.com/classroom/youtube-css-combinators-demo-331948
290,Cascading Style Sheets (CSS) - Designing Tables,YouTube,"Aprenda a projetar tabelas atraentes e funcionais usando CSS. Domine técnicas para estilizar cabeçalhos, células e bordas de tabelas.",On-Demand,Free Video,0.266666667,0,0,0,https://www.classcentral.com/classroom/youtube-cascading-style-sheets-css-tables-331950
291,"CSS Position Property - Static, Relative, Absolute, Fixed, and Sticky",YouTube,"Explore CSS positioning techniques: static, relative, absolute, fixed, and sticky. Master element placement for dynamic web layouts.",On-Demand,Free Video,0.266666667,0,0,0,https://www.classcentral.com/classroom/youtube-cascading-style-sheets-css-position-property-static-relative-absolute-fixed-and-sticky-331951
